ind,Cellular responses to external stimuli,Signal Transduction,Cell Cycle,Metabolism of RNA,Metabolism of proteins,Transport of small molecules,Disease,DNA Repair,Programmed Cell Death,Mitophagy,Digestion and absorption,Vesicle-mediated transport,Neuronal System,Metabolism,Developmental Biology,Reproduction,Muscle contraction,Organelle biogenesis and maintenance,Immune System,Extracellular matrix organization,Hemostasis,Chromatin organization,Circadian Clock,DNA Replication,Gene expression (Transcription),Cell-Cell communication
SC_9023,1.0089221e-06,-1.7337669e-06,-2.0898628e-06,-6.115145e-11,2.266979e-09,-0.0,-5.041346e-10,2.1284843e-05,1.123229e-09,0.0,-0.0,-0.0,-0.0,-7.194302e-09,-0.0,0.0,-0.0,-0.0,7.6768066e-07,-1.352374e-10,1.1806296e-10,0.0,0.0,0.0,2.6181976e-06,-0.0
SC_9059,-0.0,-7.1881004e-07,-0.0,-6.170836e-11,2.120153e-07,-0.0,4.425915e-08,1.0548158e-09,5.8126063e-11,0.0,-0.0,-7.609137e-06,-3.682951e-11,9.612988e-07,-0.0,0.0,-0.0,-0.0,1.0595615e-08,-1.3646902e-10,0.0,0.0,0.0,0.0,-4.978411e-07,-0.0
SC_9084,1.0131085e-06,-0.00018418996,-2.4018275e-06,7.11464e-08,-1.6535967e-06,-0.0,-3.3646766e-06,-1.570571e-09,-3.081072e-08,0.0,-4.8272404e-09,1.0464736e-09,-0.0,2.9994003e-06,3.3555402e-06,0.0,-2.6800699e-08,-5.6315597e-10,1.3015508e-06,6.908662e-09,1.1826076e-10,4.323871e-05,0.0,-8.119787e-08,-0.0003300306,-0.0
SC_9086,1.01121e-06,-9.208945e-06,-2.0966672e-06,-1.2196733e-08,-2.4105904e-07,-0.0,-2.660086e-05,1.0476665e-09,1.125776e-09,0.0,-0.0,-0.0,4.4846946e-08,1.2250925e-06,-0.0,0.0,-0.0,-0.0,-8.383419e-05,-1.3554408e-10,-4.816059e-08,0.0,0.0,0.0,2.1039957e-06,3.193379e-10
SC_9105,1.4979213e-09,3.1371203e-06,-2.9596688e-06,3.4305918e-09,-1.2234392e-06,-0.0,4.388747e-06,-2.2963724e-05,-5.005845e-08,0.0,-0.0,0.00020543327,-3.9085048e-08,6.567973e-06,1.2071163e-06,0.0,-2.694107e-08,-0.0,-3.3207754e-05,3.6579253e-09,1.1827364e-10,8.671066e-06,0.0,-1.7834382e-05,0.0005387598,-0.0
SC_9158,-3.5035955e-06,-3.9322804e-05,4.777186e-06,-3.3960594e-05,-1.5176209e-05,1.1170591e-05,5.0493814e-09,0.0001514368,5.7693288e-11,0.0,-4.826848e-09,-1.3847207e-07,-3.6555297e-11,6.205278e-06,0.00021206443,0.0,2.4324807e-08,-0.0,-1.189915e-05,-4.2952126e-07,3.547534e-10,-1.9742307e-05,-1.6063469e-10,3.4214136e-05,-1.9296898e-07,-0.0
SC_9172,1.009225e-06,-2.164383e-06,-2.0143195e-06,-1.9446609e-06,1.3961221e-06,-1.1679045e-08,5.6531617e-06,0.00015744226,1.1250946e-09,-3.3639642e-06,-0.0,0.000116684154,6.7218735e-07,-1.0787136e-07,3.7325742e-07,-1.1183179e-09,4.046023e-06,-0.0,7.651432e-07,-6.7731015e-10,-6.622508e-08,1.0998577e-06,0.0,0.0,-1.0317282e-05,-0.0
TCGA-2A-A8VV,-1.2479209e-09,-7.92475e-05,-6.9598954e-08,1.5770215e-08,-1.08464825e-07,1.4156235e-06,6.1077017e-06,6.804658e-09,5.7688236e-11,0.0,-0.0,0.0002454642,3.646072e-07,2.52323e-05,4.8764505e-06,0.0,2.7483252e-10,-0.0,-2.282587e-06,2.1413236e-07,1.565508e-07,-2.8648433e-06,0.0,0.0,-7.6177043e-06,-4.919385e-10
TCGA-CH-5761,1.0102826e-06,-2.3845444e-06,-2.092681e-06,-6.1233914e-11,-4.2059913e-08,-0.0,-5.0481447e-10,1.0467057e-09,1.1247436e-09,0.0,-0.0,-5.230661e-10,-0.0,-0.0,3.8231657e-10,0.0,-0.0,-0.0,3.0425323e-07,-1.3541977e-10,1.1822218e-10,-1.4658463e-05,0.0,0.0,0.00012143029,-0.0
TCGA-EJ-5506,-0.0,-1.9583046e-08,-0.0,-6.125742e-11,0.0,-0.0,-5.050083e-10,1.0471076e-09,5.7701306e-11,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-1.3547177e-10,1.1826756e-10,0.0,0.0,0.0,0.0,-0.0
TCGA-EJ-7218,3.111332e-05,0.0001973061,6.164042e-08,6.886333e-06,2.7057325e-05,-1.2896915e-05,2.0160073e-06,-7.429857e-05,5.770171e-11,0.0,1.9872253e-09,-2.0951757e-05,-1.8280318e-11,-3.94524e-05,-0.00019833849,0.0,-0.0,-0.0,1.8144002e-07,-1.5133251e-05,2.9969215e-07,-7.643812e-10,0.0,0.0,-0.00023977832,-0.0
TCGA-EJ-A46B,-0.0,0.0,-0.0,-6.125742e-11,0.0,-0.0,-5.0500826e-10,1.0471076e-09,5.7701302e-11,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-1.3547176e-10,1.1826756e-10,0.0,0.0,0.0,0.0,-0.0
TCGA-EJ-A8FU,-1.631977e-05,-3.549993e-06,6.6394136e-08,1.8795373e-06,2.0335176e-05,-0.0,-6.367417e-07,1.0436756e-09,5.751218e-11,0.0,-0.0,-0.0,-0.0,-2.4830635e-09,-3.6214928e-08,0.0,-0.0,-0.0,4.2787965e-06,-1.3502774e-10,1.1787993e-10,0.0,0.0,3.21947e-07,-4.3365123e-08,-0.0
TCGA-G9-6365,-3.819978e-08,-3.072472e-07,-0.00016883438,-6.1265035e-11,5.6531195e-07,2.2321023e-09,5.4042603e-06,-1.0681825e-07,3.7221966e-08,-7.402451e-05,-0.0,-2.0758835e-08,-0.0,2.26116e-06,3.7830324e-07,-1.2303909e-09,-0.0,-1.5739049e-07,0.0012478216,-1.3548859e-10,1.1828226e-10,1.3664151e-06,0.0,5.553001e-10,1.1602943e-05,-0.0
TCGA-G9-6498,-0.0,-0.0005005162,-0.0,-6.125373e-11,-1.7137891e-09,-0.0,6.8816356e-05,1.0470446e-09,5.7697826e-11,0.0,-0.0,-3.5660237e-06,4.9901905e-09,2.8914307e-09,-0.0,0.0,-0.0,-0.0,-0.0,-1.354636e-10,1.1826044e-10,0.0,0.0,0.0,0.0,-0.0
TCGA-G9-7522,-0.0,2.7475073e-06,2.7288547e-06,-6.1265736e-11,-1.3032064e-06,-0.00025585757,-5.050768e-10,1.0472497e-09,5.7709136e-11,0.0,-0.0,-9.138702e-06,-0.0,-4.622035e-06,9.562882e-09,0.0,-2.9830133e-08,-0.0,3.030964e-07,-1.3549015e-10,3.349792e-07,0.0,0.0,0.0,0.00012324454,-0.0
TCGA-HC-7077,5.208558e-07,-1.4332768e-05,-1.2237245e-08,1.352149e-09,6.317799e-07,-2.2392534e-10,-1.4020089e-06,2.1579176e-06,2.0563722e-07,0.0,-0.0,1.7500286e-10,-1.2196786e-08,-0.0,-0.0,-7.854845e-10,-4.106393e-06,-0.0,-0.0,-1.3592268e-10,1.186612e-10,0.0,0.0,-1.105245e-06,-5.036831e-09,-0.0
TCGA-HC-7081,-0.0,-3.994921e-07,-0.0,-6.123835e-11,0.0,-1.8146523e-08,1.6843343e-05,1.0467816e-09,5.7683334e-11,0.0,-0.0,-0.0,-0.0,9.046126e-06,-5.8039853e-07,0.0,-0.0,-0.0,0.000114420516,4.0628872e-10,6.3525374e-07,0.0,0.0,0.0,0.0,9.359332e-09
TCGA-HC-7230,1.0130052e-06,-2.0230088e-06,-4.32224e-06,-6.130807e-11,-1.5523552e-08,-0.0,-5.0542587e-10,1.0479734e-09,1.1261058e-09,0.0,-0.0,-0.0,-0.0,-0.0,-1.9515252e-05,0.0,-0.0,-0.0,7.7596303e-07,-1.3558378e-10,1.1836536e-10,0.0,0.0,-1.820316e-05,2.6249033e-06,-0.0
TCGA-HC-7819,-0.0,5.5709693e-06,-9.102911e-09,-3.063657e-10,-1.1964153e-05,-1.5701195e-08,9.799674e-08,1.0473763e-09,5.7716106e-11,0.0,1.2503569e-08,7.8091455e-07,-0.0,1.511398e-05,1.2579003e-05,0.0,-0.0,-0.0,5.6549766e-08,1.3550652e-10,-4.0106543e-06,-2.246358e-05,0.0,-6.3867955e-09,-0.00017972742,4.6723483e-07
TCGA-HC-8259,2.5972573e-08,-4.4752144e-07,-3.7542516e-10,-3.738133e-09,2.2134822e-07,-0.0,9.569529e-06,1.2397262e-06,5.7723392e-11,0.0,-0.0,1.5704017e-09,-0.0,-1.2997177e-06,-2.4487024e-08,0.0,-0.0,-0.0,5.977933e-07,-1.8415492e-05,1.1831285e-10,-1.1072398e-07,0.0,0.0,-6.466272e-05,-0.0
TCGA-HC-8261,-0.0,-1.394907e-07,-0.0,-6.15103e-11,-5.8260943e-05,-0.0,-4.4421344e-07,1.05143e-09,5.7939497e-11,-4.3035775e-10,-0.0,1.4011386e-09,-0.0,-2.3362341e-08,-1.2711796e-07,0.0,-0.0,-0.0,-5.2015917e-08,-3.3509875e-06,-1.1459932e-07,5.0455965e-06,-3.226404e-10,0.0,4.364476e-05,-0.0
TCGA-HC-8264,-0.0,-2.408102e-06,7.909994e-07,-6.125741e-11,0.0,-0.0,4.696576e-08,1.0471073e-09,5.7701288e-11,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-9.976477e-09,6.573866e-10,-1.3547173e-10,2.4836182e-09,0.0,0.0,0.0,0.0,-0.0
TCGA-HC-A6HX,-1.543658e-06,0.00023026843,-3.0350797e-05,5.3921835e-06,0.0009839186,7.8677334e-07,7.76669e-05,6.666199e-05,-5.7941644e-08,0.0,-0.0,-0.00010922937,-2.0480836e-07,-9.059777e-07,6.651443e-05,2.5727394e-09,2.6612818e-06,1.1676013e-07,-8.373606e-05,3.0785604e-06,3.174351e-06,-7.344261e-06,0.0,1.44095075e-05,0.00019559717,-6.905794e-08
TCGA-HC-A6HY,-0.0,5.0117183e-06,-0.0,-6.124606e-11,-2.6269095e-07,-0.0,4.7533165e-05,1.0469133e-09,5.76906e-11,0.0,-0.0,-0.0,-0.0,-4.4477977e-11,-0.0,0.0,-0.0,-0.0,-2.8919651e-09,-1.3544663e-10,1.1824562e-10,0.0,0.0,0.0,9.476789e-06,-0.0
TCGA-J4-A67T,-0.0,-4.934254e-06,1.0314996e-09,3.0613144e-11,-1.7873664e-06,-0.0,-2.354666e-06,1.9361645e-08,-5.0347634e-08,0.0,-0.0,-0.0,-0.0,-1.0671268e-09,2.9430885e-06,0.0,1.2089222e-08,-0.0,-1.2229721e-05,-4.0620868e-10,2.9788275e-08,0.0,0.0,0.0,8.501994e-06,-6.393398e-09
TCGA-J4-A6M7,-0.0,-3.999706e-05,-0.0,-6.1340814e-11,0.0,-7.3080024e-08,-2.2351753e-07,1.048533e-09,5.7779854e-11,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-4.8054563e-08,-1.3565618e-10,1.1842857e-10,0.0,0.0,0.0,-1.8320462e-07,-0.0
TCGA-J4-A83I,-0.0,0.0,-0.0,-1.9167447e-07,0.0,-0.0,-5.0500826e-10,1.0471076e-09,5.7701302e-11,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-1.3547176e-10,1.1826756e-10,0.0,0.0,0.0,0.0,-0.0
TCGA-J4-AATZ,-0.0,4.4200795e-05,-7.5344826e-07,2.651137e-06,1.4871397e-05,6.248334e-09,-6.877359e-07,-0.00010677653,5.769414e-11,0.0,-0.0,0.00034264533,-0.0,5.948405e-07,-1.1472476e-09,-2.901883e-08,-0.0,5.519366e-07,-2.2992533e-07,-1.3545494e-10,1.1825288e-10,-9.954148e-06,0.0,1.1103243e-08,-4.8800683e-07,-0.0
TCGA-J9-A52D,-0.0,9.1716394e-09,3.7495798e-10,-6.120461e-11,1.2843111e-10,-8.473624e-09,-5.045729e-10,-5.2310245e-10,5.7651557e-11,0.0,-0.0,6.3013244e-06,-0.0,1.6001236e-09,-5.391905e-07,0.0,-0.0,-1.564314e-06,2.5484617e-08,5.9830954e-06,1.5751475e-07,-3.441308e-07,0.0,0.0,2.8233346e-05,-4.018044e-08
TCGA-KC-A4BO,-0.0,0.0,-0.0,-6.111053e-11,0.0,-0.0,-5.0379734e-10,1.0445967e-09,5.7562944e-11,0.0,-0.0,2.498507e-05,-0.0,1.7521049e-07,-0.0,0.0,-0.0,-0.0,-0.0,-1.3514692e-10,1.1798397e-10,0.0,0.0,0.0,0.0,-0.0
TCGA-KK-A7AQ,-1.505864e-06,0.00164574,-7.711661e-07,8.270609e-10,-0.0009874891,1.14362365e-05,0.00058187277,1.2566593e-08,0.0,0.0,-0.0,7.3474286e-07,4.5997716e-08,3.052194e-05,-2.0884663e-07,1.6777711e-10,3.1800373e-06,1.16753e-07,2.3918207e-07,-5.1891064e-08,1.5683904e-07,3.6000172e-05,0.0,0.0,-0.00072751445,-4.0219273e-08
TCGA-KK-A7AY,5.942355e-07,-9.389816e-05,-1.0435517e-05,-4.0085303e-07,1.335887e-06,-4.4141007e-08,1.3297411e-05,2.095415e-09,5.7734355e-11,0.0,1.1633854e-08,-7.744598e-06,-4.1519796e-09,-1.596635e-07,-0.0,0.0,3.1537488e-06,2.5657462e-06,-1.4602345e-07,1.3554936e-10,0.0,0.0,0.0,0.0,3.2554606e-06,-4.0238145e-08
TCGA-KK-A7B1,5.969232e-07,-2.3247556e-05,3.0500449e-05,1.2497189e-08,2.2764676e-05,-0.0,1.9762042e-06,1.0246501e-06,5.770442e-11,0.0,-0.0,1.9609615e-06,-0.0,-3.8548956e-06,3.1042402e-06,0.0,-0.0,-0.0,3.4886768e-06,-1.6460709e-07,-3.560046e-08,-5.1925017e-05,3.2133135e-10,3.422074e-05,0.000108208995,-0.0
TCGA-KK-A8I4,-1.7973183e-06,-5.827749e-05,8.233563e-08,3.224057e-06,8.557732e-07,-0.0,1.4138643e-06,1.0466162e-09,5.7674227e-11,0.0,-0.0,-1.5690642e-08,-0.0,-2.4741412e-06,-2.6148217e-07,0.0,-0.0,2.8950382e-08,-2.2813756e-06,-1.620836e-07,1.1821207e-10,-1.465721e-05,0.0,0.0,0.00014087601,-4.9181903e-10
TCGA-KK-A8IH,4.2543682e-08,2.7257786e-06,5.5819008e-08,-6.1772e-11,2.1232036e-07,-0.0,-5.092504e-10,1.0559035e-09,5.8186005e-11,0.0,-0.0,-5.452512e-09,1.10602465e-10,2.8373004e-06,1.8070468e-05,0.0,-3.142107e-07,-2.5202635e-06,1.0606542e-08,-1.3660975e-10,1.1926103e-10,6.0122143e-09,0.0,-5.7487233e-07,-2.42945e-05,-0.0
TCGA-KK-A8IJ,-0.0,0.0,3.752815e-10,-6.125742e-11,0.0,-0.0,-5.0500826e-10,1.0471076e-09,5.7701302e-11,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-1.3547176e-10,1.1826756e-10,0.0,0.0,0.0,0.0,-0.0
TCGA-QU-A6IO,1.3003975e-06,0.00032172538,-7.370401e-07,-4.0929746e-07,0.00016281285,7.439525e-11,-0.000116706084,1.0471228e-09,5.7702145e-11,1.4559687e-05,-0.0,2.1333904e-06,1.2796317e-09,-2.9737253e-06,-0.0,0.0,-0.0,9.409591e-05,-1.7584036e-06,1.3547374e-10,-4.4291846e-07,1.0759052e-05,0.0,0.0,2.55249e-06,-0.0
TCGA-SU-A7E7,-0.0,-1.4697484e-08,-0.0,-5.823496e-10,0.0,-0.0,-3.1953848e-06,3.588834e-07,5.774137e-11,0.0,-0.0,1.7454344e-10,-0.0,-0.0,-3.903835e-08,0.0,-0.0,-0.0,-0.0,-1.3556584e-10,1.1834969e-10,0.0,0.0,0.0,-1.0187877e-05,-0.0
TCGA-V1-A8ML,-0.0,2.2642891e-07,-0.0,-6.125741e-11,-3.427784e-10,-0.0,8.165982e-07,1.0471073e-09,5.7701288e-11,0.0,-0.0,-0.0,-0.0,2.2243109e-10,3.011898e-06,0.0,-0.0,-7.4019026e-09,-1.4068073e-08,-1.3547173e-10,1.1826753e-10,-6.742251e-06,3.2131392e-10,0.0,3.274234e-07,-0.0
TCGA-V1-A8MM,1.3003931e-06,0.00032103827,-1.7223269e-06,-7.0909323e-07,0.00016281009,-5.9516e-10,-0.00011031172,1.8675374e-06,5.770195e-11,1.4559638e-05,-0.0,7.64676e-07,1.2796275e-09,-3.1506834e-06,4.207144e-09,0.0,-0.0,9.4095594e-05,-1.7601071e-06,1.3547329e-10,-2.8644726e-07,1.2477505e-05,0.0,0.0,5.5007768e-05,-0.0
TCGA-V1-A8WV,9.990596e-10,-0.00024953496,2.1598573e-05,6.934726e-08,0.000100779034,-0.0,-5.052595e-10,-1.5714428e-09,-3.18381e-08,0.0,-0.0,-5.078214e-08,-0.0,-1.4290699e-05,-4.224381e-05,0.0,-0.0,7.4055864e-09,-2.89986e-06,5.9912372e-06,1.5772909e-07,-1.4501151e-05,0.0,0.0,0.00011279575,-2.7142735e-09
TCGA-V1-A8X3,-7.879995e-09,0.0,-2.6097977e-08,3.0212683e-11,1.614535e-08,-0.0,-1.3504813e-06,2.571883e-07,5.6917547e-11,0.0,-0.0,-1.9149515e-07,-0.0,2.1940987e-09,-0.0,0.0,-0.0,-0.0,-2.2047555e-09,-1.8481256e-07,1.1666114e-10,0.0,0.0,0.0,4.3566015e-06,-0.0
TCGA-V1-A9O5,1.0221654e-06,-2.034177e-05,-2.1172948e-06,-6.1954136e-11,-1.6900508e-08,1.4385943e-06,6.1785668e-06,1.0590169e-09,1.1379726e-09,0.0,-0.0,-0.0,-0.0,3.492393e-05,-0.0,0.0,-0.0,-0.0,7.758957e-07,6.124461e-08,1.5836719e-07,-2.0750113e-05,1.5016793e-06,0.0,-7.1532363e-06,-0.0
TCGA-V1-A9OQ,-0.0,6.600367e-08,3.3523676e-07,-3.731665e-09,3.4231634e-10,-0.0,-5.0432747e-10,1.045696e-09,5.762351e-11,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-1.0792868e-07,-1.5111525e-05,1.1810812e-10,0.0,0.0,0.0,2.6482763e-05,-0.0
TCGA-YL-A8HJ,-0.0,-4.995882e-07,-5.0175945e-06,-6.128448e-11,-4.065125e-05,-1.5406393e-08,-5.052313e-10,1.04757e-09,5.772679e-11,0.0,-0.0,-0.0,-0.0,7.023028e-08,-0.0,0.0,5.6378315e-09,-0.0,-9.607347e-07,-1.355316e-10,-7.773611e-08,1.939619e-06,0.0,0.0,0.0,-0.0
TCGA-YL-A8HO,2.545766e-08,-0.001754595,2.1480062e-07,-1.2040516e-07,-1.7080259e-06,-4.478643e-06,3.1581203e-06,6.284172e-05,-2.9695104e-07,0.0,-0.0,-0.00020168425,3.6552202e-11,2.9554935e-06,2.0838062e-05,-3.3544445e-10,-3.3117416e-08,-0.0,-1.982235e-07,-1.3544148e-10,1.1824113e-10,0.0,0.0,-2.7093383e-06,-8.086165e-08,-0.0
TCGA-YL-A8SB,1.0103647e-06,-2.0280672e-06,-2.092851e-06,-8.26725e-10,-1.499202e-08,-0.0,-9.2590494e-07,0.00011871026,-4.5858655e-09,0.0,-0.0,-0.0,-0.0,-0.0,9.902802e-07,0.0,-0.0,-0.0,7.6877825e-07,-1.3543076e-10,1.1823177e-10,0.0,0.0,0.0,8.3364563e-07,-0.0
TCGA-YL-A8SK,-1.248306e-09,-7.532992e-05,-0.0,-6.1262447e-11,1.6949387e-05,7.4400264e-10,6.110596e-06,-0.00017848627,5.7706034e-11,0.0,8.732402e-10,4.434091e-05,-0.0,3.147681e-05,-2.524465e-07,0.0,-0.0,-0.0,-2.2823708e-06,-1.3548287e-10,-3.853473e-06,-2.245966e-05,0.0,0.0,-0.00018780254,4.666612e-07
TCGA-YL-A9WI,1.098625e-08,-0.00047418458,-1.6138485e-05,6.649697e-06,-2.1398525e-06,-4.268495e-06,3.8823215e-05,-7.407736e-05,1.2552384e-08,0.0,1.9976218e-09,-3.128571e-05,-0.0,1.1806009e-05,0.001679457,0.0,1.3142431e-07,-0.0,7.350829e-06,-1.6611679e-05,0.0,8.385244e-07,0.0,1.677681e-05,0.00019461692,-0.0
TCGA-ZG-A9M4,1.0140137e-06,-2.0280243e-06,-2.1004098e-06,-6.737775e-06,-1.5222423e-07,-0.0,-5.0667887e-10,1.0505715e-09,1.1288975e-09,0.0,-0.0,-0.0,-0.0,-0.0,-1.573287e-07,0.0,-0.0,-0.0,7.715549e-07,-1.359199e-10,1.1865879e-10,3.334807e-06,0.0,0.0,2.6314108e-06,-0.0
TP_2001,4.820691e-07,-0.00030814193,-1.0005036e-06,-2.2267665e-08,-0.00010866963,2.9609664e-08,-5.5527134e-06,1.0471355e-09,5.193255e-10,0.0,1.2741575e-08,-0.0,-0.0,-3.7830762e-06,-4.586737e-05,0.0,-0.0,-0.0,3.8208333e-07,-1.3547537e-10,5.913536e-10,3.831153e-06,0.0,0.0,3.3725515e-05,-0.0
TP_2020,-1.2484551e-09,-0.00012613411,-1.0771365e-05,-6.126976e-11,-3.8038934e-07,-1.4881829e-10,-1.0299193e-06,-2.1783702e-05,5.7712925e-11,0.0,-0.0,-2.512187e-08,3.656774e-11,-6.9634973e-07,-2.4406077e-07,0.0,6.873754e-10,-4.087962e-08,-2.2822492e-06,3.6584742e-09,4.9682383e-09,3.5168368e-09,0.0,0.0,3.5705835e-08,-4.9214904e-10
TP_2064,7.5993144e-06,5.501362e-06,-3.0390886e-06,-3.3013487e-06,-1.2198446e-05,2.9320668e-07,-1.7459284e-06,-6.225464e-07,1.5043142e-06,0.0,-3.964647e-09,-6.7809383e-06,2.355941e-06,-2.385375e-06,0.0003425873,0.0,-1.0996514e-08,-0.0,8.3980103e-07,1.7206045e-08,-4.0108353e-06,-3.0206296e-05,0.0,-7.079662e-09,0.0004452003,4.671457e-07
TP_2077,2.6463376e-06,-2.2674898e-05,1.8520126e-05,1.921048e-07,-2.2476163e-06,4.4054937e-05,-9.256875e-06,8.104677e-07,-5.022938e-08,0.0,-0.0,6.311347e-06,-1.9967607e-07,-1.546527e-05,-4.1618077e-05,0.0,5.0728113e-06,-1.721761e-08,1.0126465e-05,-1.3547284e-10,2.7627522e-07,-6.5747545e-06,1.6531737e-07,-1.7510045e-05,-5.7404435e-05,-0.0
