ind,Extracellular matrix organization,Reproduction,Immune System,Muscle contraction,Chromatin organization,Developmental Biology,Circadian Clock,Vesicle-mediated transport,Mitophagy,Digestion and absorption,DNA Replication,Organelle biogenesis and maintenance,Gene expression (Transcription),Programmed Cell Death,DNA Repair,Cellular responses to external stimuli,Metabolism of RNA,Cell Cycle,Cell-Cell communication,Neuronal System,Signal Transduction,Metabolism of proteins,Metabolism,Transport of small molecules,Disease,Hemostasis
C3N-00511-03,-0.0006070086,0.00015977366,0.00033967328,0.00028711412,-2.1524787e-07,0.00044278376,0.00041024564,0.0016503977,2.5605975e-06,-1.0660945e-05,-4.2288657e-06,-0.0003738216,0.0003775219,4.083933e-05,0.00016252631,0.0006403726,-0.0005507271,0.0010018847,-4.4963464e-05,-0.0011252265,0.0038024231,0.0067694667,-0.0036816956,-0.0006747182,0.009784064,-0.00020179266
C3N-00517-01,-0.000115026975,0.00011339182,-0.00023492951,0.00012733058,-7.278058e-07,0.00046168253,0.0002814878,0.0016080937,8.196973e-07,-2.1542315e-05,1.5359036e-06,-0.0003443798,0.0001252921,3.1200714e-05,0.00046368578,-2.3378275e-06,-0.00050507614,0.0002809878,-2.0444702e-05,-0.0009888633,0.0031486973,0.0021632686,-0.0047080726,-0.00078461197,0.00860854,-0.00032319553
C3N-01382-01,-0.00050799607,0.00012356011,6.60208e-05,0.00026605395,-2.534895e-07,0.00047621428,0.00033590628,0.0016332327,1.6834025e-06,-2.1806614e-05,-1.6672418e-06,-0.00035906662,0.000335474,4.3517928e-05,0.0003011977,-1.9303738e-05,-0.00054729544,0.0007110373,-3.0470463e-05,-0.0009977428,0.0029276672,0.004886786,-0.004642179,-0.0010357259,0.009389505,-0.00015600627
C3N-01385-02,-0.00036566556,0.000106735846,-0.0001043454,0.00021873142,-7.5267224e-07,0.0005199894,0.0003239986,0.0016641197,1.5208416e-06,-2.1765321e-05,-1.9912177e-06,-0.0003644682,0.0002980943,3.6658508e-05,0.00031237784,0.00029920664,-0.0004288988,0.0007646879,-3.6851106e-05,-0.0010066167,0.002367272,0.0044695875,-0.004588615,-0.0009884445,0.009548817,-0.00021095281
C3N-01385-02,0.00021582471,8.206844e-05,-0.00024144906,0.0001479695,-8.659782e-07,0.00050395826,0.00031914492,0.0014786054,1.8601775e-06,-2.1658014e-05,2.9989457e-07,-0.00036001913,0.00017926333,2.9100425e-05,0.00029490495,-0.0005041632,-0.00040199302,0.0003802076,-2.2841186e-05,-0.0004933212,0.0025821803,0.0019490295,-0.003955077,-0.00089974236,0.0066611213,-0.0004076661
C3N-01385-02,0.00021582471,8.206844e-05,-0.00024144906,0.0001479695,-8.659782e-07,0.00050395826,0.00031914492,0.0014786054,1.8601775e-06,-2.1658014e-05,2.9989457e-07,-0.00036001913,0.00017926333,2.9100425e-05,0.00029490495,-0.0005041632,-0.00040199302,0.0003802076,-2.2841186e-05,-0.0004933212,0.0025821803,0.0019490295,-0.003955077,-0.00089974236,0.0066611213,-0.0004076661
C3N-01385-02,-0.00028216446,0.00011535684,-0.00016588763,0.00022246788,-6.150995e-07,0.00057835854,0.00036054736,0.0016174619,1.9406673e-06,-2.1842918e-05,-2.005399e-06,-0.0003650047,0.00030526164,3.477341e-05,0.00028093558,-2.0728558e-05,-0.00042632082,0.00085415156,-3.4428416e-05,-0.000899869,0.0025276374,0.004604849,-0.0040424746,-0.0008956874,0.008262225,-0.00022769127
C3N-01385-02,-0.00028216446,0.00011535684,-0.00016588763,0.00022246788,-6.150995e-07,0.00057835854,0.00036054736,0.0016174619,1.9406673e-06,-2.1842918e-05,-2.005399e-06,-0.0003650047,0.00030526164,3.477341e-05,0.00028093558,-2.0728558e-05,-0.00042632082,0.00085415156,-3.4428416e-05,-0.000899869,0.0025276374,0.004604849,-0.0040424746,-0.0008956874,0.008262225,-0.00022769127
C3N-01385-05,-0.00028810534,0.00010997657,-9.472533e-05,0.00020061825,-3.106578e-07,0.0005312507,0.00034984044,0.00157311,2.6115865e-06,-2.1921649e-05,-2.1792407e-06,-0.00038918853,0.00028555054,3.2772507e-05,0.00024259063,-0.00046183684,-0.0004889597,0.00076817186,-2.905109e-05,-0.0006810771,0.0022526626,0.003593272,-0.0047573876,-0.00096171326,0.0077326046,-0.00025938393
C3N-01385-05,-0.00025152767,0.000114202114,-3.919371e-06,0.00020109967,-4.5512894e-07,0.0005417931,0.00035404216,0.0015971108,1.986517e-06,-2.199147e-05,-1.6430016e-06,-0.00038115625,0.00024946657,3.512306e-05,0.0002296445,-0.00029287807,-0.0005475647,0.0008153555,-3.4373505e-05,-0.0009682219,0.0027293032,0.0035088533,-0.004966457,-0.0008977913,0.0081331255,-0.00026514533
C3N-01388-03,-0.00048368814,0.00013028622,0.00021618936,0.00029413836,2.678507e-08,0.0004901575,0.000409988,0.0017089201,1.5914561e-06,-1.0581746e-05,-3.1772975e-06,-0.00036323516,0.00046846067,3.8691276e-05,0.00032836324,0.00028332853,-0.00049220206,0.00086333934,-3.8871538e-05,-0.0005833322,0.0033730539,0.0056685433,-0.0043648207,-0.0009946049,0.009487429,-0.00027680636
C3N-01502-01,-0.00079982524,0.00011768109,-8.558975e-06,0.00018787413,1.9783712e-08,0.0005076592,0.00038359067,0.0016160901,1.7420997e-06,-4.6976365e-06,-1.1510201e-06,-0.00035691998,0.0003264059,3.7984268e-05,0.00030346247,0.00017812078,-0.00043555105,0.0007740934,-3.851367e-05,-0.00083126203,0.0029563082,0.0042289435,-0.002693653,-0.000934633,0.0081406,-0.00013277591
C3N-01715-02,-8.512505e-05,0.00012398491,-0.00047092038,0.00034678224,-5.5196904e-07,0.00047164338,0.0003835037,0.0016254556,3.0753451e-06,-3.3700394e-06,-5.234555e-06,-0.00035920957,0.00029946378,3.9780392e-05,0.0001918416,0.0006968902,-0.0005042714,0.0008314229,-3.9186936e-05,-0.0014511677,0.0022342629,0.0050854925,-0.0060524577,-0.0007669258,0.007446358,6.341488e-05
C3N-01898-04,-0.0008810629,0.00013308786,-0.000230997,0.0003480383,1.210006e-07,0.0005719289,0.00041128037,0.0016312923,2.5196819e-06,-8.187363e-06,-4.3526657e-06,-0.00038312483,0.0004170952,3.928332e-05,0.00034358233,8.275287e-05,-0.00047554373,0.0010903376,-3.6740046e-05,-8.503943e-06,0.0023705794,0.0048937676,-0.0041962666,-0.0008656018,0.008251198,-9.080226e-05
C3N-01898-04,-0.0008810629,0.00013308786,-0.000230997,0.0003480383,1.210006e-07,0.0005719289,0.00041128037,0.0016312923,2.5196819e-06,-8.187363e-06,-4.3526657e-06,-0.00038312483,0.0004170952,3.928332e-05,0.00034358233,8.275287e-05,-0.00047554373,0.0010903376,-3.6740046e-05,-8.503943e-06,0.0023705794,0.0048937676,-0.0041962666,-0.0008656018,0.008251198,-9.080226e-05
C3N-01898-04,-0.0008810629,0.00013308786,-0.000230997,0.0003480383,1.210006e-07,0.0005719289,0.00041128037,0.0016312923,2.5196819e-06,-8.187363e-06,-4.3526657e-06,-0.00038312483,0.0004170952,3.928332e-05,0.00034358233,8.275287e-05,-0.00047554373,0.0010903376,-3.6740046e-05,-8.503943e-06,0.0023705794,0.0048937676,-0.0041962666,-0.0008656018,0.008251198,-9.080226e-05
C3N-01898-04,-0.0008810629,0.00013308786,-0.000230997,0.0003480383,1.210006e-07,0.0005719289,0.00041128037,0.0016312923,2.5196819e-06,-8.187363e-06,-4.3526657e-06,-0.00038312483,0.0004170952,3.928332e-05,0.00034358233,8.275287e-05,-0.00047554373,0.0010903376,-3.6740046e-05,-8.503943e-06,0.0023705794,0.0048937676,-0.0041962666,-0.0008656018,0.008251198,-9.080226e-05
C3N-01898-04,-0.0008078174,0.00013981122,-0.00024486266,0.00036200954,-1.0164155e-07,0.0006043619,0.00041647608,0.0016727232,2.2132772e-06,-1.11023855e-05,-4.4128524e-06,-0.00036738266,0.00040592495,3.9753417e-05,0.00034911511,0.0002284209,-0.00043916464,0.0011517868,-4.391248e-05,-0.00052489084,0.0026301036,0.00490149,-0.0045357975,-0.00075656665,0.008474261,-9.9607925e-05
C3N-01898-05,0.00025978408,5.8534646e-05,-0.00025783497,3.839151e-06,-1.1895454e-06,0.00038759323,0.00023589232,0.0011803294,7.556875e-07,-2.1768385e-05,4.0269188e-06,-0.00024241644,-1.7078668e-05,2.7232272e-05,0.00019390443,0.00041083564,-0.00032498152,-0.00017239459,-9.116457e-06,-0.000112622685,0.0031202326,-0.0007790913,-0.0025653574,-0.0005699032,0.0040077227,-0.0003583813
C3N-01899-02,-0.0004937899,0.00014977154,0.0002416741,0.00028084184,-4.3031233e-07,0.00048678007,0.00041984636,0.0016766862,2.5725553e-06,-1.7502345e-05,-5.9096437e-06,-0.0003807188,0.00047268288,4.3948578e-05,0.00033071102,9.568712e-05,-0.00049996644,0.0010793897,-3.9847353e-05,-0.0012335666,0.0023772635,0.0052435575,-0.00252333,-0.00062237243,0.0069983974,-0.00018078992
C3N-01899-02,-0.0004937899,0.00014977154,0.0002416741,0.00028084184,-4.3031233e-07,0.00048678007,0.00041984636,0.0016766862,2.5725553e-06,-1.7502345e-05,-5.9096437e-06,-0.0003807188,0.00047268288,4.3948578e-05,0.00033071102,9.568712e-05,-0.00049996644,0.0010793897,-3.9847353e-05,-0.0012335666,0.0023772635,0.0052435575,-0.00252333,-0.00062237243,0.0069983974,-0.00018078992
C3N-01899-02,-0.0004937899,0.00014977154,0.0002416741,0.00028084184,-4.3031233e-07,0.00048678007,0.00041984636,0.0016766862,2.5725553e-06,-1.7502345e-05,-5.9096437e-06,-0.0003807188,0.00047268288,4.3948578e-05,0.00033071102,9.568712e-05,-0.00049996644,0.0010793897,-3.9847353e-05,-0.0012335666,0.0023772635,0.0052435575,-0.00252333,-0.00062237243,0.0069983974,-0.00018078992
C3N-01899-02,-0.00044896422,0.00013029303,9.990672e-05,0.00023678238,-6.208105e-07,0.0004954484,0.0004203865,0.0017067327,2.577805e-06,-1.0610261e-05,-4.678261e-06,-0.00038312166,0.00049163203,4.498912e-05,0.00034335902,7.630885e-05,-0.00045601305,0.0010519209,-3.7082304e-05,-0.00097153435,0.002742038,0.005910943,-0.0029995088,-0.0008682504,0.0069655525,9.826926e-05
C3N-01899-02,-0.00044896422,0.00013029303,9.990672e-05,0.00023678238,-6.208105e-07,0.0004954484,0.0004203865,0.0017067327,2.577805e-06,-1.0610261e-05,-4.678261e-06,-0.00038312166,0.00049163203,4.498912e-05,0.00034335902,7.630885e-05,-0.00045601305,0.0010519209,-3.7082304e-05,-0.00097153435,0.002742038,0.005910943,-0.0029995088,-0.0008682504,0.0069655525,9.826926e-05
C3N-01899-02,-0.00044896422,0.00013029303,9.990672e-05,0.00023678238,-6.208105e-07,0.0004954484,0.0004203865,0.0017067327,2.577805e-06,-1.0610261e-05,-4.678261e-06,-0.00038312166,0.00049163203,4.498912e-05,0.00034335902,7.630885e-05,-0.00045601305,0.0010519209,-3.7082304e-05,-0.00097153435,0.002742038,0.005910943,-0.0029995088,-0.0008682504,0.0069655525,9.826926e-05
C3N-01899-02,-0.00044896422,0.00013029303,9.990672e-05,0.00023678238,-6.208105e-07,0.0004954484,0.0004203865,0.0017067327,2.577805e-06,-1.0610261e-05,-4.678261e-06,-0.00038312166,0.00049163203,4.498912e-05,0.00034335902,7.630885e-05,-0.00045601305,0.0010519209,-3.7082304e-05,-0.00097153435,0.002742038,0.005910943,-0.0029995088,-0.0008682504,0.0069655525,9.826926e-05
C3N-01899-02,-0.0006177989,0.00014168971,-3.5994006e-05,0.00025420633,-3.5330237e-07,0.0005161202,0.0004251917,0.0016809705,2.4959015e-06,-7.3659266e-06,-3.901651e-06,-0.00035676695,0.00044820365,4.202629e-05,0.00020479795,0.00019820278,-0.00054709177,0.0010183965,-4.4361554e-05,-0.0004684344,0.002333968,0.0046882643,-0.0040116985,-0.00080403837,0.007799796,0.00012006272
C3N-01899-02,-0.0006177989,0.00014168971,-3.5994006e-05,0.00025420633,-3.5330237e-07,0.0005161202,0.0004251917,0.0016809705,2.4959015e-06,-7.3659266e-06,-3.901651e-06,-0.00035676695,0.00044820365,4.202629e-05,0.00020479795,0.00019820278,-0.00054709177,0.0010183965,-4.4361554e-05,-0.0004684344,0.002333968,0.0046882643,-0.0040116985,-0.00080403837,0.007799796,0.00012006272
C3N-01899-03,-0.0010804906,0.00015024688,0.00013556259,0.0002619899,1.4331775e-09,0.0006066421,0.00039313576,0.0016120571,1.8919109e-06,-2.6800226e-05,-2.9761375e-06,-0.00038494993,0.00034956879,3.305801e-05,0.00030716512,9.620068e-06,-0.00040125864,0.001119503,-3.9958635e-05,-0.00095886254,0.0032530008,0.004436064,-0.0022655264,-0.00028939123,0.007662224,-0.00046750056
C3N-01998-01,-0.00049336045,0.00014427271,-0.00019802932,0.00017191145,-5.653039e-07,0.00058362196,0.00035232768,0.0016059569,1.0044757e-06,-1.7648417e-05,-3.9498082e-07,-0.00035853096,0.00025092092,3.3118347e-05,0.00036424363,0.0003670324,-0.0004994086,0.00079949014,-3.7156195e-05,-0.00093991007,0.0027108642,0.0037824064,-0.0027125133,-0.00059298053,0.010530173,-0.00020610834
C3N-02010-06,-0.0003934418,0.000118094926,0.00016194815,0.00023709243,-7.429297e-08,0.0005188975,0.00036227657,0.0016148317,1.8058778e-06,-2.1489683e-05,-3.929788e-06,-0.0003812979,0.00035871903,2.9648016e-05,0.00027947917,-0.00018223729,-0.00051253993,0.00089504936,-2.8453556e-05,-0.0009435476,0.0026213294,0.0046513695,-0.004162127,-0.00084557006,0.008045417,-0.0002452162
C3N-02589-03,-0.00039817655,0.00014050782,0.00012272623,0.00022115826,-9.6378265e-08,0.00057983515,0.00033811075,0.0015932472,1.7796934e-06,-2.5096086e-05,-4.010987e-06,-0.0004008624,0.00030389812,3.4172223e-05,0.00036906434,-0.00033840197,-0.00047017806,0.0007633493,-2.8510021e-05,-0.000979659,0.0027300126,0.003904495,-0.0033498325,-0.000594986,0.008038163,-0.00031143546
C3N-02590-01,-0.00034295072,0.00012723861,4.4221077e-05,0.00023201753,-3.7280455e-07,0.00045885067,0.00040618895,0.0016273366,2.2172107e-06,-6.9530447e-06,1.4251422e-07,-0.000328934,0.00045538333,4.15157e-05,3.51057e-05,0.00031907618,-0.0005625727,0.0009228961,-3.9237973e-05,0.00055955764,0.00461655,0.0057766475,-0.004433877,-0.0010535825,0.0074907825,0.00010357431
C3N-02594-04,-0.00079568516,0.00012691457,9.084512e-05,0.00025244872,-3.1078685e-07,0.0005796927,0.00038380106,0.0016526654,1.3317389e-06,-2.1114636e-05,-2.6415753e-06,-0.000385754,0.00031038397,3.741652e-05,0.0004395659,0.00020388323,-0.00040789213,0.0009273926,-3.9224753e-05,-0.0012509983,0.0026862002,0.0045066024,-0.0021156128,-0.0005649447,0.008776788,-0.00028834806
C3N-02594-04,-0.00079568516,0.00012691457,9.084512e-05,0.00025244872,-3.1078685e-07,0.0005796927,0.00038380106,0.0016526654,1.3317389e-06,-2.1114636e-05,-2.6415753e-06,-0.000385754,0.00031038397,3.741652e-05,0.0004395659,0.00020388323,-0.00040789213,0.0009273926,-3.9224753e-05,-0.0012509983,0.0026862002,0.0045066024,-0.0021156128,-0.0005649447,0.008776788,-0.00028834806
C3N-02696-02,-0.0007270588,0.0001284061,6.370925e-05,0.0002344504,-4.6081374e-07,0.00056380377,0.00036482254,0.0016220084,2.2259846e-06,-2.1854654e-05,-3.9284214e-06,-0.00038610565,0.0003655816,3.7818318e-05,0.0002812979,-2.8018352e-05,-0.00044122033,0.00094054104,-3.8299277e-05,-0.000834104,0.0029045115,0.0043974034,-0.0035189623,-0.0008535402,0.008344717,-0.00022715268
C3N-02696-02,-0.0007270588,0.0001284061,6.370925e-05,0.0002344504,-4.6081374e-07,0.00056380377,0.00036482254,0.0016220084,2.2259846e-06,-2.1854654e-05,-3.9284214e-06,-0.00038610565,0.0003655816,3.7818318e-05,0.0002812979,-2.8018352e-05,-0.00044122033,0.00094054104,-3.8299277e-05,-0.000834104,0.0029045115,0.0043974034,-0.0035189623,-0.0008535402,0.008344717,-0.00022715268
C3N-02696-05,-0.0009199381,0.000103307044,0.000284266,0.00025163926,-3.862884e-07,0.0006020037,0.00037913336,0.001610258,2.3532891e-06,-1.4569509e-05,-1.6822652e-06,-0.0003704037,0.00034680002,3.660823e-05,0.000427525,0.00032964718,-0.00038798203,0.0010076674,-4.557416e-05,0.00020012392,0.0035408433,0.0048828297,-0.003116451,-0.00050667516,0.010056553,-0.00021861616
C3N-02696-05,-0.0009199381,0.000103307044,0.000284266,0.00025163926,-3.862884e-07,0.0006020037,0.00037913336,0.001610258,2.3532891e-06,-1.4569509e-05,-1.6822652e-06,-0.0003704037,0.00034680002,3.660823e-05,0.000427525,0.00032964718,-0.00038798203,0.0010076674,-4.557416e-05,0.00020012392,0.0035408433,0.0048828297,-0.003116451,-0.00050667516,0.010056553,-0.00021861616
C3N-02696-05,-0.0007611759,0.00014667155,0.00019252617,0.00024049808,-2.477371e-07,0.0005945506,0.00036035525,0.0016186275,1.8239139e-06,-2.1874235e-05,-3.5727362e-06,-0.0003807938,0.00032593278,3.526142e-05,0.00039812524,-5.5056425e-05,-0.00045506694,0.0009833178,-3.601112e-05,-0.0010584709,0.002574136,0.004406418,-0.0033356752,-0.0007110188,0.0085882805,-0.00025297367
C3N-02754-01,-0.00058307155,0.00014284578,0.00017727012,0.0002763349,-2.2294252e-07,0.00050825515,0.00034625045,0.0016667295,1.2976705e-06,-1.7582259e-05,-3.0962738e-06,-0.00039477798,0.00031544446,3.636837e-05,0.00029464604,0.00030176714,-0.00043477025,0.00087978784,-4.166531e-05,-0.0016480079,0.00370507,0.0050132684,-0.0021293564,-0.00073070434,0.007869575,-0.0003075285
C3N-02754-01,-0.00058307155,0.00014284578,0.00017727012,0.0002763349,-2.2294252e-07,0.00050825515,0.00034625045,0.0016667295,1.2976705e-06,-1.7582259e-05,-3.0962738e-06,-0.00039477798,0.00031544446,3.636837e-05,0.00029464604,0.00030176714,-0.00043477025,0.00087978784,-4.166531e-05,-0.0016480079,0.00370507,0.0050132684,-0.0021293564,-0.00073070434,0.007869575,-0.0003075285
C3N-02754-01,-0.00058307155,0.00014284578,0.00017727012,0.0002763349,-2.2294252e-07,0.00050825515,0.00034625045,0.0016667295,1.2976705e-06,-1.7582259e-05,-3.0962738e-06,-0.00039477798,0.00031544446,3.636837e-05,0.00029464604,0.00030176714,-0.00043477025,0.00087978784,-4.166531e-05,-0.0016480079,0.00370507,0.0050132684,-0.0021293564,-0.00073070434,0.007869575,-0.0003075285
C3N-02754-01,-0.0007600555,0.00014258893,0.00016616783,0.00028137633,-1.4441241e-07,0.0005558476,0.00037366452,0.0016393636,1.976853e-06,-1.8413763e-05,-3.609639e-06,-0.00040356253,0.00040537052,3.51692e-05,0.00025188315,0.00011277831,-0.00041306423,0.0010136198,-4.3992844e-05,-0.0015281369,0.0035547449,0.005406902,-0.002044112,-0.00059123925,0.0076314528,-0.00025386998
C3N-02754-01,-0.0007600555,0.00014258893,0.00016616783,0.00028137633,-1.4441241e-07,0.0005558476,0.00037366452,0.0016393636,1.976853e-06,-1.8413763e-05,-3.609639e-06,-0.00040356253,0.00040537052,3.51692e-05,0.00025188315,0.00011277831,-0.00041306423,0.0010136198,-4.3992844e-05,-0.0015281369,0.0035547449,0.005406902,-0.002044112,-0.00059123925,0.0076314528,-0.00025386998
C3N-02754-01,-0.0005155409,0.00013008271,0.00016221512,0.00027509956,-5.2428437e-08,0.0005021005,0.00037305316,0.0016483553,2.0320294e-06,-1.75542e-05,-3.3310205e-06,-0.00040665417,0.0003489596,3.567935e-05,0.00030152412,0.00016224016,-0.0004051549,0.0009169993,-4.1687566e-05,-0.001314776,0.003683409,0.005412216,-0.0021358484,-0.00084567134,0.0078995265,-0.00026422855
C3N-02754-01,-0.0005155409,0.00013008271,0.00016221512,0.00027509956,-5.2428437e-08,0.0005021005,0.00037305316,0.0016483553,2.0320294e-06,-1.75542e-05,-3.3310205e-06,-0.00040665417,0.0003489596,3.567935e-05,0.00030152412,0.00016224016,-0.0004051549,0.0009169993,-4.1687566e-05,-0.001314776,0.003683409,0.005412216,-0.0021358484,-0.00084567134,0.0078995265,-0.00026422855
C3N-02765-02,0.00031780772,5.4165143e-05,-0.00023420567,4.6064382e-05,-7.902551e-07,0.00028523372,0.00023666909,0.0012992807,1.622925e-06,-2.1566466e-05,3.6809322e-06,-0.00030952235,6.555883e-05,3.4404216e-05,0.0004111075,-0.00051390287,-0.00044150563,-0.00024812063,-1.1656967e-05,6.147788e-05,0.0036019473,0.00037840873,-0.003192946,-0.00057744427,0.007295476,-0.000353415
C3N-02765-02,0.00031780772,5.4165143e-05,-0.00023420567,4.6064382e-05,-7.902551e-07,0.00028523372,0.00023666909,0.0012992807,1.622925e-06,-2.1566466e-05,3.6809322e-06,-0.00030952235,6.555883e-05,3.4404216e-05,0.0004111075,-0.00051390287,-0.00044150563,-0.00024812063,-1.1656967e-05,6.147788e-05,0.0036019473,0.00037840873,-0.003192946,-0.00057744427,0.007295476,-0.000353415
C3N-02765-02,-0.00086085976,0.00012031333,2.4759851e-05,0.00029475222,-3.0640564e-07,0.00044534105,0.00036043796,0.0016402743,2.4844558e-06,-2.2235894e-05,-4.10499e-06,-0.00039151395,0.00040681608,4.363181e-05,0.0002439308,0.00013614463,-0.00042465274,0.0010217375,-3.9606904e-05,-0.0010958741,0.0028324006,0.0059243576,-0.0026573085,-0.0007551096,0.010125063,-6.9852846e-05
C3N-02765-02,-0.00086085976,0.00012031333,2.4759851e-05,0.00029475222,-3.0640564e-07,0.00044534105,0.00036043796,0.0016402743,2.4844558e-06,-2.2235894e-05,-4.10499e-06,-0.00039151395,0.00040681608,4.363181e-05,0.0002439308,0.00013614463,-0.00042465274,0.0010217375,-3.9606904e-05,-0.0010958741,0.0028324006,0.0059243576,-0.0026573085,-0.0007551096,0.010125063,-6.9852846e-05
C3N-02765-02,-0.00086085976,0.00012031333,2.4759851e-05,0.00029475222,-3.0640564e-07,0.00044534105,0.00036043796,0.0016402743,2.4844558e-06,-2.2235894e-05,-4.10499e-06,-0.00039151395,0.00040681608,4.363181e-05,0.0002439308,0.00013614463,-0.00042465274,0.0010217375,-3.9606904e-05,-0.0010958741,0.0028324006,0.0059243576,-0.0026573085,-0.0007551096,0.010125063,-6.9852846e-05
C3N-02765-02,-0.00086085976,0.00012031333,2.4759851e-05,0.00029475222,-3.0640564e-07,0.00044534105,0.00036043796,0.0016402743,2.4844558e-06,-2.2235894e-05,-4.10499e-06,-0.00039151395,0.00040681608,4.363181e-05,0.0002439308,0.00013614463,-0.00042465274,0.0010217375,-3.9606904e-05,-0.0010958741,0.0028324006,0.0059243576,-0.0026573085,-0.0007551096,0.010125063,-6.9852846e-05
C3N-02930-01,-0.00052679394,9.945449e-05,8.1737366e-05,0.0003712793,-2.4006195e-07,0.00046522525,0.00037677566,0.0016763279,2.2021798e-06,-4.6478326e-06,-4.350727e-06,-0.00036460266,0.0004161578,3.521251e-05,0.00013829076,0.00046950614,-0.00043533262,0.0008525365,-4.0882638e-05,-0.0010022183,0.0029365458,0.00509834,-0.0038379089,-0.00085023127,0.00860128,-0.00018472111
C3N-02930-01,-0.0005538038,0.000101771664,0.0001525134,0.0003415281,-1.9733774e-07,0.00042849398,0.00035307792,0.0016878954,1.988009e-06,-1.42465115e-05,-4.822177e-06,-0.00037538516,0.00037497637,3.5726436e-05,0.0002582497,0.0004952212,-0.00042335672,0.0008781624,-3.8390324e-05,-0.0010648249,0.0026565313,0.0047741598,-0.0034540812,-0.0008838382,0.009081009,-0.00021886973
